,núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7308,7317.0,2016.0,Octubre,2.0,Domingo,11.0,2.0,1.0,17.0,1711.0,2.0,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,5.0
7311,7320.0,2016.0,Octubre,2.0,Domingo,18.0,4.0,3.0,7.0,710.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
7315,7324.0,2016.0,Octubre,3.0,Lunes,18.0,4.0,3.0,19.0,1907.0,1.0,99.0,,,,,,,,4.0,32.0,Varios,2014.0,5.0,5.0
7317,7326.0,2016.0,Octubre,3.0,Lunes,11.0,2.0,1.0,9.0,901.0,1.0,99.0,,,,,,,,4.0,54.0,Rojo,9999.0,6.0,5.0
7324,7333.0,2016.0,Octubre,4.0,Martes,21.0,4.0,3.0,1.0,112.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,2016.0,5.0,5.0
7326,7335.0,2016.0,Octubre,4.0,Martes,23.0,4.0,3.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,3.0,Gris,9999.0,6.0,5.0
7330,7339.0,2016.0,Octubre,4.0,Martes,22.0,4.0,3.0,18.0,1801.0,1.0,99.0,,,,,,,,4.0,67.0,Azul,2003.0,4.0,5.0
7338,7347.0,2016.0,Octubre,6.0,Jueves,10.0,2.0,1.0,1.0,101.0,1.0,18.0,,,,,,,,4.0,67.0,Negro,2012.0,5.0,5.0
7340,7349.0,2016.0,Octubre,6.0,Jueves,14.0,3.0,2.0,1.0,101.0,1.0,7.0,,,,,,,,4.0,32.0,Negro,2014.0,5.0,5.0
7341,7350.0,2016.0,Octubre,6.0,Jueves,10.0,2.0,1.0,5.0,511.0,2.0,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,5.0
7346,7355.0,2016.0,Octubre,7.0,Viernes,8.0,2.0,1.0,1.0,109.0,1.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,5.0
7348,7357.0,2016.0,Octubre,7.0,Viernes,15.0,3.0,2.0,16.0,1608.0,2.0,99.0,,,,,,,,4.0,67.0,Gris,9999.0,6.0,5.0
7355,7364.0,2016.0,Octubre,7.0,Viernes,21.0,4.0,3.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
7375,7384.0,2016.0,Octubre,10.0,Lunes,14.0,3.0,2.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,67.0,Azul,2016.0,5.0,5.0
7376,7385.0,2016.0,Octubre,10.0,Lunes,13.0,3.0,2.0,9.0,913.0,2.0,99.0,,,,,,,,4.0,27.0,Azul,9999.0,6.0,5.0
7378,7387.0,2016.0,Octubre,10.0,Lunes,10.0,2.0,1.0,17.0,1701.0,1.0,99.0,,,,,,,,4.0,27.0,Rojo,2012.0,5.0,5.0
7385,7394.0,2016.0,Octubre,11.0,Martes,23.0,4.0,3.0,11.0,1101.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,2014.0,5.0,5.0
7397,7406.0,2016.0,Octubre,15.0,Sabado,13.0,3.0,2.0,1.0,101.0,1.0,9.0,,,,,,,,4.0,6.0,Negro,2012.0,5.0,5.0
7398,7407.0,2016.0,Octubre,15.0,Sabado,15.0,3.0,2.0,1.0,101.0,1.0,2.0,,,,,,,,4.0,67.0,Negro,2014.0,5.0,5.0
7400,7409.0,2016.0,Octubre,15.0,Sabado,21.0,4.0,3.0,1.0,109.0,1.0,99.0,,,,,,,,4.0,6.0,Negro,2013.0,5.0,5.0
7407,7416.0,2016.0,Octubre,16.0,Domingo,17.0,3.0,2.0,1.0,101.0,1.0,12.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,5.0
7408,7417.0,2016.0,Octubre,16.0,Domingo,17.0,3.0,2.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,76.0,Azul,2014.0,5.0,5.0
7411,7420.0,2016.0,Octubre,16.0,Domingo,3.0,1.0,1.0,6.0,608.0,2.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7415,7424.0,2016.0,Octubre,17.0,Lunes,17.0,3.0,2.0,1.0,101.0,1.0,4.0,,,,,,,,4.0,38.0,Negro,9999.0,6.0,5.0
7420,7429.0,2016.0,Octubre,17.0,Lunes,22.0,4.0,3.0,17.0,1701.0,2.0,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
7422,7431.0,2016.0,Octubre,18.0,Martes,2.0,1.0,1.0,1.0,102.0,2.0,99.0,,,,,,,,4.0,6.0,Anaranjado,9999.0,6.0,5.0
7425,7434.0,2016.0,Octubre,18.0,Martes,18.0,4.0,3.0,1.0,101.0,1.0,18.0,,,,,,,,4.0,67.0,Rojo,2012.0,5.0,5.0
7427,7436.0,2016.0,Octubre,19.0,Miercoles,16.0,3.0,2.0,1.0,101.0,1.0,6.0,,,,,,,,4.0,999.0,Blanco,9999.0,6.0,5.0
7431,7440.0,2016.0,Octubre,20.0,Jueves,15.0,3.0,2.0,1.0,101.0,1.0,8.0,,,,,,,,4.0,18.0,Negro,9999.0,6.0,5.0
7434,7443.0,2016.0,Octubre,20.0,Jueves,8.0,2.0,1.0,7.0,710.0,2.0,99.0,,,,,,,,4.0,32.0,Negro,2012.0,5.0,5.0
7438,7447.0,2016.0,Octubre,21.0,Viernes,14.0,3.0,2.0,1.0,101.0,1.0,18.0,,,,,,,,4.0,67.0,Negro,2007.0,4.0,5.0
7439,7448.0,2016.0,Octubre,21.0,Viernes,17.0,3.0,2.0,1.0,101.0,1.0,5.0,,,,,,,,4.0,76.0,Gris,2014.0,5.0,5.0
7450,7459.0,2016.0,Octubre,21.0,Viernes,21.0,4.0,3.0,17.0,1707.0,2.0,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,5.0
7457,7466.0,2016.0,Octubre,22.0,Sabado,20.0,4.0,3.0,10.0,1014.0,2.0,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,5.0
7459,7468.0,2016.0,Octubre,22.0,Sabado,20.0,4.0,3.0,1.0,101.0,1.0,3.0,,,,,,,,4.0,18.0,Negro,2007.0,4.0,5.0
7464,7473.0,2016.0,Octubre,23.0,Domingo,17.0,3.0,2.0,1.0,101.0,1.0,7.0,,,,,,,,4.0,64.0,Negro,9999.0,6.0,5.0
7468,7477.0,2016.0,Octubre,23.0,Domingo,18.0,4.0,3.0,14.0,1420.0,2.0,99.0,,,,,,,,4.0,64.0,Negro,9999.0,6.0,5.0
7495,7504.0,2016.0,Octubre,28.0,Viernes,13.0,3.0,2.0,1.0,101.0,1.0,3.0,,,,,,,,4.0,6.0,Azul,2014.0,5.0,5.0
7502,7511.0,2016.0,Octubre,29.0,Sabado,19.0,4.0,3.0,1.0,101.0,1.0,13.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
7527,7536.0,2016.0,Noviembre,1.0,Martes,10.0,2.0,1.0,21.0,2101.0,1.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
7528,7537.0,2016.0,Noviembre,1.0,Martes,14.0,3.0,2.0,20.0,2007.0,1.0,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,5.0
7536,7545.0,2016.0,Noviembre,2.0,Miercoles,22.0,4.0,3.0,19.0,1901.0,2.0,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,5.0
7539,7548.0,2016.0,Noviembre,3.0,Jueves,14.0,3.0,2.0,12.0,1216.0,2.0,99.0,,,,,,,,4.0,27.0,Varios,2015.0,5.0,5.0
7542,7551.0,2016.0,Noviembre,3.0,Jueves,16.0,3.0,2.0,4.0,401.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,5.0
7544,7553.0,2016.0,Noviembre,4.0,Viernes,14.0,3.0,2.0,11.0,1101.0,2.0,99.0,,,,,,,,4.0,6.0,Negro,2014.0,5.0,5.0
7554,7563.0,2016.0,Noviembre,7.0,Lunes,15.0,3.0,2.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,2016.0,5.0,5.0
7555,7564.0,2016.0,Noviembre,7.0,Lunes,18.0,4.0,3.0,20.0,2003.0,2.0,99.0,,,,,,,,4.0,999.0,Azul,2015.0,5.0,5.0
7556,7565.0,2016.0,Noviembre,7.0,Lunes,15.0,3.0,2.0,16.0,1610.0,2.0,99.0,,,,,,,,4.0,6.0,Rojo,9999.0,6.0,5.0
7562,7571.0,2016.0,Noviembre,8.0,Martes,20.0,4.0,3.0,9.0,917.0,2.0,99.0,,,,,,,,4.0,35.0,Rojo,9999.0,6.0,5.0
7564,7573.0,2016.0,Noviembre,9.0,Miercoles,20.0,4.0,3.0,1.0,101.0,1.0,12.0,,,,,,,,4.0,67.0,Negro,2012.0,5.0,5.0
7565,7574.0,2016.0,Noviembre,9.0,Miercoles,11.0,2.0,1.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,27.0,Negro,2014.0,5.0,5.0
7567,7576.0,2016.0,Noviembre,9.0,Miercoles,9.0,2.0,1.0,8.0,801.0,2.0,99.0,,,,,,,,4.0,54.0,Negro,9999.0,6.0,5.0
7570,7579.0,2016.0,Noviembre,10.0,Jueves,19.0,4.0,3.0,1.0,113.0,2.0,99.0,,,,,,,,4.0,32.0,Negro,2013.0,5.0,5.0
7581,7590.0,2016.0,Noviembre,12.0,Sabado,18.0,4.0,3.0,1.0,101.0,1.0,6.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7585,7594.0,2016.0,Noviembre,12.0,Sabado,18.0,4.0,3.0,9.0,901.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
7587,7596.0,2016.0,Noviembre,12.0,Sabado,20.0,4.0,3.0,3.0,301.0,2.0,99.0,,,,,,,,4.0,1.0,Blanco,9999.0,6.0,5.0
7588,7597.0,2016.0,Noviembre,13.0,Domingo,1.0,1.0,1.0,4.0,401.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,2015.0,5.0,5.0
7590,7599.0,2016.0,Noviembre,13.0,Domingo,0.0,1.0,1.0,22.0,2201.0,2.0,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
7605,7614.0,2016.0,Noviembre,15.0,Martes,21.0,4.0,3.0,5.0,511.0,2.0,99.0,,,,,,,,4.0,27.0,Azul,2013.0,5.0,5.0
7606,7615.0,2016.0,Noviembre,15.0,Martes,22.0,4.0,3.0,6.0,609.0,2.0,99.0,,,,,,,,4.0,20.0,Rojo,9999.0,6.0,5.0
7611,7620.0,2016.0,Noviembre,16.0,Miercoles,17.0,3.0,2.0,1.0,109.0,2.0,99.0,,,,,,,,4.0,6.0,Azul,2016.0,5.0,5.0
7614,7623.0,2016.0,Noviembre,16.0,Miercoles,15.0,3.0,2.0,4.0,401.0,2.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
7615,7624.0,2016.0,Noviembre,16.0,Miercoles,20.0,4.0,3.0,4.0,401.0,1.0,99.0,,,,,,,,4.0,999.0,Negro,9999.0,6.0,5.0
7618,7627.0,2016.0,Noviembre,17.0,Jueves,13.0,3.0,2.0,6.0,603.0,1.0,99.0,,,,,,,,4.0,18.0,Blanco,9999.0,6.0,5.0
7623,7632.0,2016.0,Noviembre,18.0,Viernes,22.0,4.0,3.0,1.0,101.0,1.0,4.0,,,,,,,,4.0,27.0,Rojo,2010.0,5.0,5.0
7625,7634.0,2016.0,Noviembre,18.0,Viernes,11.0,2.0,1.0,5.0,511.0,1.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
7626,7635.0,2016.0,Noviembre,19.0,Sabado,18.0,4.0,3.0,1.0,101.0,1.0,1.0,,,,,,,,4.0,18.0,Negro,9999.0,6.0,5.0
7627,7636.0,2016.0,Noviembre,19.0,Sabado,15.0,3.0,2.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,5.0
7631,7640.0,2016.0,Noviembre,19.0,Sabado,16.0,3.0,2.0,22.0,2211.0,2.0,99.0,,,,,,,,4.0,54.0,Rojo,9999.0,6.0,5.0
7634,7643.0,2016.0,Noviembre,19.0,Sabado,20.0,4.0,3.0,1.0,109.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7635,7644.0,2016.0,Noviembre,19.0,Sabado,18.0,4.0,3.0,11.0,1101.0,1.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,5.0
7647,7656.0,2016.0,Noviembre,21.0,Lunes,14.0,3.0,2.0,1.0,101.0,1.0,1.0,,,,,,,,4.0,18.0,Negro,2013.0,5.0,5.0
7649,7658.0,2016.0,Noviembre,21.0,Lunes,21.0,4.0,3.0,14.0,1404.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,5.0
7658,7667.0,2016.0,Noviembre,23.0,Miercoles,9.0,2.0,1.0,1.0,101.0,1.0,1.0,,,,,,,,4.0,6.0,Negro,2008.0,4.0,5.0
7659,7668.0,2016.0,Noviembre,23.0,Miercoles,9.0,2.0,1.0,19.0,1904.0,2.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,5.0
7661,7670.0,2016.0,Noviembre,24.0,Jueves,1.0,1.0,1.0,1.0,101.0,1.0,18.0,,,,,,,,4.0,999.0,Celeste,9999.0,6.0,5.0
7682,7691.0,2016.0,Noviembre,28.0,Lunes,19.0,4.0,3.0,6.0,601.0,2.0,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,5.0
7684,7693.0,2016.0,Noviembre,29.0,Martes,13.0,3.0,2.0,1.0,101.0,1.0,1.0,,,,,,,,4.0,6.0,Negro,2012.0,5.0,5.0
7686,7695.0,2016.0,Noviembre,29.0,Martes,16.0,3.0,2.0,11.0,1101.0,2.0,99.0,,,,,,,,4.0,64.0,Rojo,2016.0,5.0,5.0
7687,7696.0,2016.0,Noviembre,29.0,Martes,12.0,3.0,2.0,12.0,1215.0,1.0,99.0,,,,,,,,4.0,27.0,Blanco,9999.0,6.0,5.0
7697,7706.0,2016.0,Diciembre,2.0,Viernes,10.0,2.0,1.0,1.0,101.0,1.0,5.0,,,,,,,,4.0,100.0,Negro,2016.0,5.0,5.0
7706,7715.0,2016.0,Diciembre,3.0,Sabado,10.0,2.0,1.0,1.0,101.0,1.0,12.0,,,,,,,,4.0,64.0,Rojo,9999.0,6.0,5.0
7707,7716.0,2016.0,Diciembre,3.0,Sabado,10.0,2.0,1.0,1.0,109.0,1.0,99.0,,,,,,,,4.0,6.0,Negro,2013.0,5.0,5.0
7722,7731.0,2016.0,Diciembre,4.0,Domingo,2.0,1.0,1.0,6.0,601.0,2.0,99.0,,,,,,,,4.0,76.0,Rojo,9999.0,6.0,5.0
7741,7750.0,2016.0,Diciembre,7.0,Miercoles,21.0,4.0,3.0,5.0,511.0,2.0,99.0,,,,,,,,4.0,67.0,Blanco,9999.0,6.0,5.0
7742,7751.0,2016.0,Diciembre,7.0,Miercoles,21.0,4.0,3.0,11.0,1107.0,2.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
7743,7752.0,2016.0,Diciembre,7.0,Miercoles,10.0,2.0,1.0,16.0,1603.0,2.0,99.0,,,,,,,,4.0,6.0,Corinto,9999.0,6.0,5.0
7745,7754.0,2016.0,Diciembre,8.0,Jueves,14.0,3.0,2.0,10.0,1002.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,2016.0,5.0,5.0
7749,7758.0,2016.0,Diciembre,9.0,Viernes,17.0,3.0,2.0,19.0,1901.0,2.0,99.0,,,,,,,,4.0,1.0,Amarillo,9999.0,6.0,5.0
7754,7763.0,2016.0,Diciembre,10.0,Sabado,12.0,3.0,2.0,1.0,101.0,1.0,5.0,,,,,,,,4.0,32.0,Rojo,2012.0,5.0,5.0
7760,7769.0,2016.0,Diciembre,10.0,Sabado,23.0,4.0,3.0,20.0,2010.0,2.0,99.0,,,,,,,,4.0,76.0,Rojo,2015.0,5.0,5.0
7764,7773.0,2016.0,Diciembre,10.0,Sabado,14.0,3.0,2.0,13.0,1301.0,1.0,99.0,,,,,,,,4.0,64.0,Rojo,9999.0,6.0,5.0
7772,7781.0,2016.0,Diciembre,11.0,Domingo,18.0,4.0,3.0,1.0,101.0,1.0,19.0,,,,,,,,4.0,103.0,Rojo,2016.0,5.0,5.0
7777,7786.0,2016.0,Diciembre,11.0,Domingo,17.0,3.0,2.0,2.0,203.0,1.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,5.0
7790,7799.0,2016.0,Diciembre,12.0,Lunes,14.0,3.0,2.0,4.0,401.0,2.0,99.0,,,,,,,,4.0,32.0,Azul,9999.0,6.0,5.0
7794,7803.0,2016.0,Diciembre,13.0,Martes,18.0,4.0,3.0,1.0,101.0,1.0,5.0,,,,,,,,4.0,32.0,Amarillo,2014.0,5.0,5.0
7801,7810.0,2016.0,Diciembre,14.0,Miercoles,14.0,3.0,2.0,5.0,501.0,2.0,99.0,,,,,,,,4.0,141.0,Rojo,2002.0,4.0,5.0
7805,7814.0,2016.0,Diciembre,14.0,Miercoles,11.0,2.0,1.0,14.0,1401.0,2.0,99.0,,,,,,,,4.0,32.0,Rojo,9999.0,6.0,5.0
7809,7818.0,2016.0,Diciembre,15.0,Jueves,20.0,4.0,3.0,1.0,101.0,1.0,8.0,,,,,,,,4.0,67.0,Azul,2016.0,5.0,5.0
7811,7820.0,2016.0,Diciembre,15.0,Jueves,18.0,4.0,3.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,45.0,Blanco,2014.0,5.0,5.0
7813,7822.0,2016.0,Diciembre,15.0,Jueves,11.0,2.0,1.0,10.0,1001.0,1.0,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,5.0
7814,7823.0,2016.0,Diciembre,15.0,Jueves,15.0,3.0,2.0,17.0,1701.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,2016.0,5.0,5.0
7822,7831.0,2016.0,Diciembre,16.0,Viernes,23.0,4.0,3.0,1.0,101.0,2.0,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,5.0
7826,7835.0,2016.0,Diciembre,16.0,Viernes,11.0,2.0,1.0,5.0,505.0,2.0,99.0,,,,,,,,4.0,27.0,Negro,2013.0,5.0,5.0
7834,7843.0,2016.0,Diciembre,17.0,Sabado,16.0,3.0,2.0,10.0,1020.0,1.0,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,5.0
7835,7844.0,2016.0,Diciembre,17.0,Sabado,17.0,3.0,2.0,11.0,1102.0,2.0,99.0,,,,,,,,4.0,18.0,Negro,9999.0,6.0,5.0
7838,7847.0,2016.0,Diciembre,17.0,Sabado,18.0,4.0,3.0,3.0,314.0,2.0,99.0,,,,,,,,4.0,5.0,Negro,2009.0,4.0,5.0
7840,7849.0,2016.0,Diciembre,18.0,Domingo,14.0,3.0,2.0,1.0,101.0,1.0,18.0,,,,,,,,4.0,39.0,Negro,2015.0,5.0,5.0
7841,7850.0,2016.0,Diciembre,18.0,Domingo,18.0,4.0,3.0,1.0,101.0,1.0,21.0,,,,,,,,4.0,6.0,Rojo,2006.0,4.0,5.0
7845,7854.0,2016.0,Diciembre,18.0,Domingo,11.0,2.0,1.0,19.0,1910.0,2.0,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,5.0
7848,7857.0,2016.0,Diciembre,18.0,Domingo,15.0,3.0,2.0,11.0,1107.0,2.0,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,5.0
7864,7873.0,2016.0,Diciembre,21.0,Miercoles,18.0,4.0,3.0,1.0,101.0,1.0,6.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,5.0
7869,7878.0,2016.0,Diciembre,21.0,Miercoles,16.0,3.0,2.0,16.0,1601.0,1.0,99.0,,,,,,,,4.0,54.0,Rojo,9999.0,6.0,5.0
7870,7879.0,2016.0,Diciembre,21.0,Miercoles,7.0,2.0,1.0,18.0,1803.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,5.0
7872,7881.0,2016.0,Diciembre,22.0,Jueves,22.0,4.0,3.0,1.0,101.0,1.0,1.0,,,,,,,,4.0,1.0,Gris,2016.0,5.0,5.0
7889,7898.0,2016.0,Diciembre,24.0,Sabado,20.0,4.0,3.0,1.0,111.0,2.0,99.0,,,,,,,,4.0,76.0,Azul,9999.0,6.0,5.0
7905,7914.0,2016.0,Diciembre,25.0,Domingo,14.0,3.0,2.0,6.0,602.0,2.0,99.0,,,,,,,,4.0,67.0,Azul,9999.0,6.0,5.0
7906,7915.0,2016.0,Diciembre,25.0,Domingo,13.0,3.0,2.0,6.0,603.0,2.0,99.0,,,,,,,,4.0,62.0,Azul,2016.0,5.0,5.0
7909,7918.0,2016.0,Diciembre,25.0,Domingo,16.0,3.0,2.0,10.0,1015.0,2.0,99.0,,,,,,,,4.0,27.0,Rojo,9999.0,6.0,5.0
7910,7919.0,2016.0,Diciembre,25.0,Domingo,11.0,2.0,1.0,11.0,1108.0,2.0,99.0,,,,,,,,4.0,18.0,Blanco,9999.0,6.0,5.0
7916,7925.0,2016.0,Diciembre,26.0,Lunes,14.0,3.0,2.0,1.0,117.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7927,7936.0,2016.0,Diciembre,27.0,Martes,14.0,3.0,2.0,10.0,1017.0,1.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7933,7942.0,2016.0,Diciembre,28.0,Miercoles,16.0,3.0,2.0,6.0,612.0,2.0,99.0,,,,,,,,4.0,6.0,Azul,9999.0,6.0,5.0
7943,7952.0,2016.0,Diciembre,31.0,Sabado,22.0,4.0,3.0,1.0,101.0,1.0,6.0,,,,,,,,4.0,72.0,Rojo,2013.0,5.0,5.0
7946,7955.0,2016.0,Diciembre,31.0,Sabado,22.0,4.0,3.0,19.0,1901.0,2.0,99.0,,,,,,,,4.0,67.0,Negro,2015.0,5.0,5.0
7951,7960.0,2016.0,Diciembre,31.0,Sabado,22.0,4.0,3.0,16.0,1615.0,2.0,99.0,,,,,,,,4.0,64.0,Anaranjado,9999.0,6.0,5.0
7955,7964.0,2016.0,Diciembre,31.0,Sabado,22.0,4.0,3.0,3.0,302.0,2.0,99.0,,,,,,,,4.0,67.0,Rojo,2007.0,4.0,5.0
7963,4966.0,2016.0,Diciembre,16.0,Viernes,15.0,3.0,2.0,1.0,101.0,1.0,16.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,99.0
1,2.0,2017.0,Enero,1.0,Domingo,2.0,1.0,1.0,1.0,110.0,,99.0,,,,,,,,4.0,18.0,Rojo,9999.0,6.0,2.0
3,4.0,2017.0,Enero,1.0,Domingo,14.0,3.0,2.0,5.0,511.0,,99.0,,,,,,,,4.0,64.0,Negro,9999.0,6.0,1.0
4,5.0,2017.0,Enero,1.0,Domingo,2.0,1.0,1.0,5.0,502.0,,99.0,,,,,,,,4.0,54.0,Negro,9999.0,6.0,1.0
97,98.0,2017.0,Enero,9.0,Lunes,0.0,1.0,1.0,5.0,501.0,,99.0,,,,,,,,4.0,76.0,Rojo,9999.0,6.0,1.0
99,100.0,2017.0,Enero,9.0,Lunes,10.0,2.0,1.0,9.0,901.0,,99.0,,,,,,,,4.0,6.0,Negro,2016.0,5.0,1.0
101,102.0,2017.0,Enero,10.0,Martes,18.0,4.0,3.0,22.0,2205.0,,99.0,,,,,,,,4.0,67.0,Negro,2012.0,5.0,4.0
105,106.0,2017.0,Enero,10.0,Martes,0.0,1.0,1.0,1.0,111.0,,99.0,,,,,,,,4.0,67.0,Azul,2016.0,5.0,1.0
147,148.0,2017.0,Enero,14.0,Sabado,21.0,4.0,3.0,1.0,110.0,,99.0,,,,,,,,4.0,999.0,Blanco,2013.0,5.0,2.0
148,149.0,2017.0,Enero,14.0,Sabado,16.0,3.0,2.0,5.0,502.0,,99.0,,,,,,,,4.0,35.0,Azul,2012.0,5.0,1.0
157,158.0,2017.0,Enero,15.0,Domingo,22.0,4.0,3.0,10.0,1002.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,4.0
169,170.0,2017.0,Enero,16.0,Lunes,17.0,3.0,2.0,1.0,101.0,,8.0,,,,,,,,4.0,18.0,Negro,2017.0,5.0,2.0
171,172.0,2017.0,Enero,16.0,Lunes,8.0,2.0,1.0,8.0,801.0,,99.0,,,,,,,,4.0,35.0,Negro,9999.0,6.0,1.0
173,174.0,2017.0,Enero,16.0,Lunes,5.0,1.0,1.0,3.0,306.0,,99.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,2.0
175,176.0,2017.0,Enero,17.0,Martes,2.0,1.0,1.0,1.0,101.0,,5.0,,,,,,,,4.0,32.0,Rojo,2016.0,5.0,2.0
178,179.0,2017.0,Enero,17.0,Martes,15.0,3.0,2.0,1.0,113.0,,99.0,,,,,,,,4.0,32.0,Amarillo,9999.0,6.0,1.0
190,191.0,2017.0,Enero,18.0,Miercoles,9.0,2.0,1.0,6.0,602.0,,99.0,,,,,,,,4.0,67.0,Gris,2006.0,4.0,1.0
196,197.0,2017.0,Enero,19.0,Jueves,11.0,2.0,1.0,6.0,601.0,,99.0,,,,,,,,4.0,6.0,Azul,2017.0,5.0,2.0
224,225.0,2017.0,Enero,22.0,Domingo,0.0,1.0,1.0,11.0,1104.0,,99.0,,,,,,,,4.0,27.0,Rojo,2004.0,4.0,2.0
251,252.0,2017.0,Enero,25.0,Miercoles,21.0,4.0,3.0,17.0,1713.0,,99.0,,,,,,,,4.0,69.0,Azul,9999.0,6.0,1.0
266,267.0,2017.0,Enero,27.0,Viernes,6.0,2.0,1.0,1.0,101.0,,1.0,,,,,,,,4.0,6.0,Azul,2010.0,5.0,1.0
290,291.0,2017.0,Enero,28.0,Sabado,20.0,4.0,3.0,4.0,401.0,,99.0,,,,,,,,4.0,67.0,Azul,2008.0,4.0,1.0
304,305.0,2017.0,Enero,29.0,Domingo,19.0,4.0,3.0,16.0,1616.0,,99.0,,,,,,,,4.0,999.0,Corinto,9999.0,6.0,2.0
307,308.0,2017.0,Enero,29.0,Domingo,23.0,4.0,3.0,1.0,109.0,,99.0,,,,,,,,4.0,27.0,Negro,9999.0,6.0,1.0
324,325.0,2017.0,Febrero,1.0,Miercoles,5.0,1.0,1.0,1.0,101.0,,5.0,,,,,,,,4.0,67.0,Negro,9999.0,6.0,1.0
327,328.0,2017.0,Febrero,1.0,Miercoles,23.0,4.0,3.0,2.0,203.0,,99.0,,,,,,,,4.0,54.0,Rojo,2017.0,5.0,1.0
330,331.0,2017.0,Febrero,1.0,Miercoles,23.0,4.0,3.0,17.0,1709.0,,99.0,,,,,,,,4.0,999.0,Rojo,9999.0,6.0,1.0
337,338.0,2017.0,Febrero,2.0,Jueves,16.0,3.0,2.0,2.0,201.0,,99.0,,,,,,,,4.0,999.0,Azul,9999.0,6.0,1.0
348,349.0,2017.0,Febrero,4.0,Sabado,12.0,3.0,2.0,1.0,101.0,,9.0,,,,,,,,4.0,3.0,Azul,9999.0,6.0,1.0
356,357.0,2017.0,Febrero,4.0,Sabado,12.0,3.0,2.0,2.0,201.0,,99.0,,,,,,,,4.0,67.0,Rojo,9999.0,6.0,4.0
380,381.0,2017.0,Febrero,6.0,Lunes,3.0,1.0,1.0,9.0,901.0,,99.0,,,,,,,,4.0,6.0,Negro,9999.0,6.0,2.0
